1000001|0|2|0|1|0
1000002|2|4|0|1|1
1000003|2|4|0|1|1
1000004|2|4|0|1|1
1000005|2|4|0|1|1
1000006|2|1|1|1|0
1001001|2|4|0|0|0
1001002|2|4|0|0|0
1001003|1|4|0|0|0
1001004|1|4|0|0|0
1001005|0|4|0|0|0
1001006|0|4|0|0|0
1002001|3|3|0|1|1
1002002|4|3|0|1|1
1002003|4|3|0|1|1
1002004|4|3|0|1|1
1002005|4|3|0|1|1
1002006|4|3|6|1|1
1003001|1|3|0|0|0
1003002|4|1|0|1|1
1003003|3|1|0|1|1
1003004|2|1|0|1|1
1003005|1|1|0|1|1
1003006|0|1|0|1|1
1004001|3|2|0|1|1
1004002|4|3|1|1|0
1004003|3|3|1|1|0
1004004|3|3|1|1|0
1004005|3|3|1|1|0
1004006|3|3|1|1|0
1005001|3|3|1|1|0
1005002|2|3|1|0|1
1005003|2|3|1|0|1
1005004|1|3|1|0|1
1005005|1|3|1|0|1
1005006|1|3|1|0|1
1006001|2|3|1|1|1
1006002|2|1|1|1|0
1006003|3|1|0|0|1
1006004|1|0|1|0|0
1006005|1|0|1|1|1
1006006|4|0|0|0|0
1007001|4|2|1|0|1
1007002|3|2|0|0|0
1007003|3|4|0|0|1
1007004|4|3|0|1|0
1007005|1|4|1|1|1
1007006|0|2|1|0|0
1008001|1|2|1|0|0
1008002|0|0|0|1|1
1008003|0|2|1|0|1
1008004|3|0|1|1|0
1008005|3|2|0|1|1
1008006|2|1|1|1|0
1009001|1|0|1|1|1
1009002|3|4|1|1|1
1009003|3|1|1|1|1
1009004|0|4|0|0|0
1009005|0|0|1|1|1
1009006|0|2|0|1|1
1010001|4|0|0|1|0
1010002|2|0|0|1|1
1010003|1|2|1|0|1
1010004|3|1|0|1|1
1010005|1|2|1|0|1
1010006|0|1|1|1|1
1011001|0|3|1|0|0
1011002|3|0|0|0|0
1011003|1|4|0|0|1
1011004|2|2|1|0|0
1011005|3|1|0|0|1
1011006|2|1|0|1|0
1012001|3|3|1|1|1
1012002|3|4|1|1|1
1012003|4|0|0|1|0
1012004|2|1|1|0|1
1012005|2|0|0|1|1
1012006|4|0|1|0|0
1013001|4|1|0|0|1
1013002|2|0|0|0|0
1013003|0|2|1|1|0
1013004|3|2|0|1|0
1013005|3|1|0|0|0
1013006|3|4|1|1|0
1014001|3|0|1|0|1
1014002|2|2|1|0|0
1014003|4|0|1|1|1
1014004|3|0|1|0|0
1014005|4|0|0|1|1
1014006|1|1|1|1|1
1015001|0|4|0|1|1
1015002|4|2|0|1|1
1015003|1|2|0|0|1
1015004|2|2|1|0|1
1015005|1|4|0|0|0
1015006|1|3|0|0|1
1016001|2|3|1|0|0
1016002|0|2|0|1|0
1016003|1|1|0|0|0
1016004|0|3|1|1|1
1016005|3|2|0|1|0
1016006|4|3|0|0|1
1017001|4|3|1|1|0
1017002|3|3|0|1|0
1017003|2|0|1|1|1
1017004|3|0|1|1|0
1017005|3|1|0|0|0
1017006|1|2|1|1|0
1018001|1|0|0|1|1
1018002|0|2|1|0|0
1018003|4|0|0|1|0
1018004|1|3|0|0|1
1018005|4|1|0|1|0
1018006|2|1|1|0|1
1019001|4|4|1|1|0
1019002|1|4|1|1|1
1019003|2|4|1|1|1
1019004|4|3|1|1|0
1019005|3|4|1|0|1
1019006|3|1|0|1|1
1020001|0|4|1|1|0
1020002|3|2|0|0|0
1020003|0|2|1|1|1
1020004|1|2|1|1|0
1020005|3|3|1|1|0
1020006|1|3|0|0|1
1021001|2|3|0|1|1
1021002|4|3|0|1|0
1021003|4|0|1|1|0
1021004|1|1|1|0|1
1021005|0|4|1|1|1
1021006|1|1|1|0|1
1022001|2|1|0|0|0
1022002|1|0|0|0|1
1022003|1|2|1|0|1
1022004|4|3|1|1|0
1022005|1|0|1|1|1
1022006|3|4|1|1|1
1023001|2|3|1|1|0
1023002|3|4|0|1|0
1023003|0|1|1|1|1
1023004|2|1|0|1|0
1023005|4|2|0|0|1
1023006|2|1|1|0|1
1024001|0|0|0|1|1
1024002|0|3|1|1|1
1024003|2|0|0|1|0
1024004|2|3|0|1|0
1024005|1|1|1|0|0
1024006|3|4|0|1|1
1025001|2|4|1|0|1
1025002|3|0|1|1|0
1025003|0|0|1|0|0
1025004|1|2|1|0|0
1025005|1|1|1|0|0
1025006|1|1|1|1|1
1026001|3|3|1|1|0
1026002|0|0|1|1|1
1026003|2|0|0|0|0
1026004|1|1|0|0|1
1026005|1|1|0|1|1
1026006|0|2|1|1|0
1027001|2|1|1|1|1
1027002|2|2|0|0|0
1027003|2|0|1|0|1
1027004|2|0|0|0|0
1027005|0|3|1|1|1
1027006|0|0|0|0|0
1028001|4|1|0|1|1
1028002|2|2|0|0|0
1028003|3|4|0|1|0
1028004|2|2|0|1|1
1028005|1|0|0|1|1
1028006|1|2|1|1|0
1029001|1|0|1|0|0
1029002|3|1|0|0|1
1029003|2|2|1|0|1
1029004|4|1|0|0|0
1029005|3|2|1|1|0
1029006|1|4|1|0|0
1030001|4|4|1|1|1
1030002|4|2|0|1|0
1030003|1|2|0|0|0
1030004|1|4|1|0|1
1030005|4|2|0|1|0
1030006|1|1|0|1|1
1031001|3|3|0|0|1
1031002|0|1|1|0|1
1031003|3|2|0|1|1
1031004|0|0|0|1|1
1031005|4|4|0|0|1
1031006|2|2|1|1|1
1032001|4|2|0|0|1
1032002|3|4|0|0|0
1032003|3|1|0|1|0
1032004|2|4|1|0|1
1032005|3|3|0|0|0
1032006|1|3|0|1|0
1033001|1|1|0|1|1
1033002|3|1|1|0|0
1033003|0|0|0|1|0
1033004|1|3|1|1|0
1033005|3|1|1|1|1
1033006|1|4|1|1|0
1034001|4|2|1|0|1
1034002|1|1|1|1|0
1034003|3|0|1|1|0
1034004|1|4|1|0|1
1034005|3|3|0|1|0
1034006|4|0|0|1|1
1035001|4|3|1|0|0
1035002|0|1|0|0|0
1035003|4|0|1|0|1
1035004|0|4|1|0|1
1035005|0|4|0|1|0
1035006|1|2|1|1|1
1036001|1|3|1|1|1
1036002|1|1|0|0|1
1036003|2|4|0|1|1
1036004|3|2|1|0|0
1036005|1|3|1|0|0
1036006|0|1|0|1|0
1037001|2|2|0|0|1
1037002|0|2|0|0|0
1037003|2|2|0|0|0
1037004|2|2|0|0|0
1037005|0|2|0|1|0
1037006|2|2|1|1|0
1038001|2|3|1|0|1
1038002|3|2|1|1|1
1038003|4|3|0|1|0
1038004|2|1|0|1|0
1038005|3|3|1|0|1
1038006|1|3|1|0|1
1039001|4|3|1|0|0
1039002|4|4|1|0|0
1039003|1|1|0|0|1
1039004|1|4|0|0|1
1039005|2|2|1|0|0
1039006|0|2|0|0|1
1040001|3|0|0|0|1
1040002|3|3|0|0|0
1040003|3|4|0|0|1
1040004|1|3|0|1|0
1040005|4|2|1|0|1
1040006|3|1|1|0|1
1041001|4|4|1|0|0
1041002|1|4|1|1|1
1041003|2|2|0|1|0
1041004|3|2|0|0|0
1041005|0|1|1|0|0
1041006|0|0|0|0|0
1042001|4|3|0|1|1
1042002|2|1|0|1|1
1042003|4|3|0|1|1
1042004|4|4|0|0|1
1042005|2|0|1|0|0
1042006|2|0|0|1|1
1043001|1|2|0|1|1
1043002|3|3|1|0|1
1043003|3|2|0|1|1
1043004|3|2|1|1|0
1043005|0|0|0|1|0
1043006|2|0|1|1|1
1044001|0|4|1|0|1
1044002|4|2|0|0|0
1044003|1|1|1|1|1
1044004|3|2|1|0|1
1044005|0|4|0|1|0
1044006|1|2|1|1|0
1045001|2|4|1|0|1
1045002|3|1|1|0|1
1045003|0|3|1|0|1
1045004|4|2|0|1|0
1045005|0|3|1|1|0
1045006|4|1|0|0|1
1046001|2|2|0|1|0
1046002|0|3|0|0|0
1046003|2|4|1|1|1
1046004|3|2|1|1|1
1046005|1|1|0|1|1
1046006|4|0|0|1|1
1047001|1|1|1|1|1
1047002|4|2|1|1|1
1047003|4|2|1|1|0
1047004|0|1|1|0|0
1047005|0|0|1|0|0
1047006|2|3|1|1|1
1048001|0|1|1|1|0
1048002|0|0|1|0|0
1048003|1|4|0|1|0
1048004|1|4|0|0|1
1048005|2|2|1|1|0
1048006|4|2|0|0|0
1049001|3|3|1|0|0
1049002|0|4|1|0|1
1049003|2|0|1|1|1
1049004|1|4|1|1|1
1049005|0|1|1|1|1
1049006|2|0|1|1|0
1050001|0|4|1|0|0
1050002|1|1|0|1|1
1050003|0|3|1|1|0
1050004|1|4|0|0|1
1050005|3|0|1|1|1
1050006|2|1|1|0|1
1051001|3|4|0|0|0
1051002|2|1|0|1|0
1051003|3|4|0|1|0
1051004|4|3|1|0|1
1051005|2|2|1|1|1
1051006|4|2|0|1|0
1052001|4|4|1|0|0
1052002|4|2|1|1|1
1052003|0|4|1|1|1
1052004|1|2|0|0|0
1052005|4|1|1|0|1
1052006|4|2|1|0|1
1053001|4|4|0|1|0
1053002|1|2|0|0|1
1053003|0|1|1|1|1
1053004|1|0|1|1|1
1053005|2|2|0|0|0
1053006|4|2|1|0|0
1054001|2|4|0|1|0
1054002|0|0|0|1|0
1054003|0|0|1|0|1
1054004|4|0|0|0|0
1054005|2|1|1|1|1
1054006|2|0|0|1|0
1055001|3|2|1|0|0
1055002|4|4|0|1|0
1055003|3|4|1|1|0
1055004|4|0|1|0|1
1055005|2|4|0|1|1
1055006|0|1|1|1|0
1056001|3|4|0|1|1
1056002|0|4|1|1|1
1056003|4|1|0|0|0
1056004|0|1|0|1|0
1056005|4|4|0|1|0
1056006|2|4|1|1|0
1057001|2|0|1|0|0
1057002|4|1|0|1|1
1057003|0|1|0|0|0
1057004|3|3|0|0|1
1057005|3|3|0|0|1
1057006|4|1|1|1|0
1058001|1|4|1|1|0
1058002|0|2|0|1|0
1058003|2|4|1|1|1
1058004|3|0|1|0|0
1058005|2|3|0|0|0
1058006|4|4|0|1|0
1059001|1|0|0|0|1
1059002|3|1|0|1|0
1059003|3|3|0|1|1
1059004|1|2|0|1|0
1059005|1|0|0|0|1
1059006|2|1|0|0|1
1060001|3|1|1|1|1
1060002|0|4|1|0|1
1060003|3|4|1|0|0
1060004|2|0|1|0|1
1060005|0|4|0|0|0
1060006|4|3|1|0|0
1061001|1|1|1|0|0
1061002|4|2|0|1|0
1061003|2|1|1|0|1
1061004|2|2|1|0|0
1061005|1|3|0|1|0
1061006|1|0|0|1|0
1062001|2|0|0|0|0
1062002|3|3|0|0|1
1062003|3|1|0|0|1
1062004|0|2|0|0|1
1062005|0|1|0|1|0
1062006|2|2|0|1|1
1063001|4|1|0|0|0
1063002|4|3|0|0|0
1063003|4|1|0|0|1
1063004|4|1|0|0|0
1063005|0|2|1|1|0
1063006|0|1|1|0|1
1064001|0|1|1|1|1
1064002|2|2|0|0|0
1064003|0|1|1|1|0
1064004|4|2|0|1|0
1064005|1|1|1|1|0
1064006|0|2|0|0|1
1065001|2|2|1|0|0
1065002|0|2|0|1|0
1065003|0|0|1|1|0
1065004|4|4|1|0|1
1065005|3|4|0|0|1
1065006|0|2|1|0|0
1066001|0|1|0|0|0
1066002|3|1|0|0|0
1066003|4|1|1|0|1
1066004|0|3|1|1|1
1066005|1|2|1|0|1
1066006|1|2|1|1|0
1067001|0|3|0|0|0
1067002|4|0|1|1|0
1067003|3|1|1|1|0
1067004|3|4|0|1|0
1067005|4|1|0|1|1
1067006|3|4|0|0|0
1068001|2|0|0|0|0
1068002|2|0|0|1|0
1068003|1|3|1|0|1
1068004|1|1|1|0|0
1068005|0|4|0|1|1
1068006|2|1|1|1|1
1069001|2|4|1|1|1
1069002|1|1|0|0|1
1069003|0|2|1|1|1
1069004|3|3|0|0|0
